,0,1
19,40.48745287753093,-123.80267339236272
26,36.95276601692667,-120.29767890666322
34,36.59427655729943,-119.85388170035358
52,32.64261711800689,-116.77604479621272
72,39.804619494451366,-121.3147199350477
75,33.98109237387364,-117.7174727538814
79,37.79484929672302,-121.29117792650128
93,41.887012555026594,-122.44284851773249
100,40.94830781371032,-121.64579233948352
124,37.14179325312641,-120.42285176469812
152,34.58975104362333,-120.48018946126966
160,38.114679339920016,-122.28838257690064
196,40.538930965595135,-121.59692770243548
204,40.761600857024106,-120.33522703952843
208,36.91979961980924,-120.54956878287793
216,35.30910468737836,-118.41957084832728
241,41.89538835620148,-124.14658487616634
283,34.81171579427166,-115.19655474390392
315,37.82345027523517,-122.2061653381068
335,37.98953312391375,-121.72252172861388
353,37.78006046644219,-121.10659483669058
360,38.86788969720446,-122.64909420521448
375,34.48551159158551,-118.60527911043528
426,36.67589883136282,-119.36579047603828
427,34.8316758588866,-118.15786118910948
428,37.97985601472065,-121.47424279444368
449,41.89988592499673,-122.49587877786658
472,37.30012828391893,-120.0237032533164
488,37.65090637306715,-121.604052568144
499,32.94202704401623,-117.19481735200318
514,38.730164910964426,-122.98072526284344
546,39.358665087518105,-120.10062489089908
549,37.48767646870865,-120.78966576647838
554,32.90327728507708,-116.929294811334
586,33.99163448070829,-117.22513473831296
607,38.94899578125809,-122.96582583002012
622,36.14995717888157,-119.99588857674657
627,32.73461890876558,-114.61378157517714
633,39.08115156021848,-122.40944974858692
637,36.72926073562389,-119.07922202490572
662,38.84731411437004,-122.73992568651572
665,37.79955463562999,-121.90459620737354
670,36.792246767955696,-121.26101230653012
673,33.72156919545087,-116.1904839631359
682,37.70164782776882,-121.44979430654926
685,35.99286136220509,-120.64647775310652
703,32.64873144140972,-116.3168281127731
736,33.823373730881414,-116.97435090586352
747,34.067968802408004,-117.13249816447602
753,35.93274680940477,-121.46824284059778
755,38.77595642691842,-123.50010290724364
785,39.027466753840336,-122.02551334689132
827,35.26697511591467,-118.93877024496484
868,34.432930064197045,-118.34819335799196
880,33.60898276202179,-117.43909369683917
895,32.70490074966124,-117.11841947642996
897,38.74822754581815,-122.76715440793303
937,39.350581702798166,-121.5636230758164
940,37.74653021487177,-120.81711518864918
942,35.50075073599065,-119.52443243872187
994,40.14839116679941,-122.29595442430248
1017,34.34428500765708,-117.46234654437896
1027,37.48281564018768,-120.57064783395217
1048,38.96901636166268,-121.020991218793
1066,40.92529645907207,-121.64599417456456
1067,33.40163479638061,-117.21107930106818
1107,41.31268295121728,-122.279652031009
1122,40.49016147473343,-122.54123052749402
1136,33.63189940544738,-117.27276354804664
1145,36.1585174636632,-120.37248528623924
1155,36.801681185679705,-118.93470802331326
1181,38.14771218934056,-120.5491348961409
1182,35.2523807017478,-118.96074340240372
1184,38.95480618352335,-119.94101403206795
1192,35.96438443001928,-119.19215226445225
1193,38.36501024923847,-120.719724325535
1194,40.57967924617461,-122.53958012345876
1198,35.61103385120712,-119.50909601687516
1205,37.26021312755661,-119.1446543024235
1253,33.996143999924115,-120.1143634632392
1284,37.29491700605524,-120.57964160374532
1291,34.62152806663632,-117.21293365821649
1312,41.11605798825405,-121.10492240060924
1318,38.880341026286935,-121.76478467256288
1340,38.71457358485579,-121.35359638773843
1366,35.40438181586455,-120.57268902664376
1395,38.50795758695927,-120.8039056769839
1402,36.73468238564399,-120.12352231504197
1404,33.7909445499657,-116.34918490904298
1409,39.74520202039153,-122.197943538475
1415,40.62228917369905,-120.83984309097612
1467,35.13105027708024,-119.48137272703065
1468,33.97414776757799,-118.2037952275268
1474,39.65404285926584,-122.27188419494568
1477,35.66142268698016,-120.42533859184464
1502,39.494202400706776,-121.70735696646038
1529,35.9934221951162,-119.12949643220443
1534,41.77598667922911,-121.91341330042762
1541,36.60081038321173,-119.70039543043951
1583,37.986392055027935,-120.50479565169842
1595,38.44331115178144,-120.73771236429268
1606,38.31464365485379,-120.72141708026751
1613,33.737904615234136,-117.46382550159372
1614,34.82065227907258,-118.16289986963646
1652,40.01800173296103,-122.36370953048498
1664,39.37715710716549,-121.76315915851752
1678,41.71542450301293,-123.94431152670602
1680,34.63664478201254,-118.2056004663223
1695,38.87383171306578,-119.9948017426346
1721,38.08102932212156,-122.78482263391112
1745,35.84877941077822,-116.20592192997287
1756,41.9608525826481,-121.45970509265392
1765,38.83422983795327,-119.91182241607775
1769,39.77315617458628,-121.5066399298014
1801,39.53443813259314,-121.99842211873656
1811,34.86586849851803,-117.0109477197112
1844,37.3677537449001,-120.74672128254076
1890,37.06832492705512,-119.4908442175134
1891,33.77886299444511,-118.29588022103157
1915,35.15326652339961,-114.83777828184904
1968,37.76186157238319,-120.79772991484452
1987,37.62061640753109,-120.6804364850861
1991,35.633999069243586,-118.76104934411644
1997,34.819514935089984,-118.33777279655436
2000,37.0007141806482,-121.7482142254117
2020,38.73902255634727,-121.48438129575376
2034,33.95277080011849,-118.39743468233442
2049,40.45738674105897,-122.34292493645272
2056,38.8515976633627,-122.72511411606683
2062,35.02245685042959,-118.35040699682804
2068,34.146220301808626,-118.19533176412943
2079,40.519003618664826,-121.8343821395249
2083,34.1657495056162,-114.37289993419893
2085,34.099239427978425,-116.50138195419208
2093,37.52538400602621,-120.93050743685752
2119,34.929668181610175,-114.7889634241126
2123,39.97121476290121,-122.12245834480878
2130,35.79902429786057,-119.9916761419574
2145,35.01672477181943,-117.98507125955356
2156,35.254467271795114,-115.95547563737696
2166,39.2423829295123,-121.44592970482014
2188,38.230723545513975,-122.12889726826336
2192,37.7179129724925,-121.84349460783255
